role,industry,company_size,lead_source,seniority,growth_rate,lead_score,timing_segment,day_of_week,send_hour,timezone_region,email_replied
VP Sales,Healthcare,small,LinkedIn,executive,0.516,0.441,VP Sales|LinkedIn|Europe,Wednesday,22,Europe,0
HR Director,SaaS,enterprise,ColdList,junior,0.796,0.379,HR Director|ColdList|Europe,Thursday,6,Europe,0
Marketing Manager,AI,medium,Inbound,executive,0.788,0.459,Marketing Manager|Inbound|US,Saturday,1,US,0
CTO,Fintech,enterprise,Conference,junior,0.992,0.531,CTO|Conference|Asia,Thursday,6,Asia,0
Marketing Manager,SaaS,large,ColdList,junior,0.372,0.246,Marketing Manager|ColdList|US,Saturday,5,US,0
CEO,Healthcare,small,LinkedIn,junior,0.213,0.278,CEO|LinkedIn|Asia,Monday,4,Asia,1
HR Director,AI,small,Conference,mid,0.478,0.332,HR Director|Conference|US,Tuesday,12,US,1
Marketing Manager,Fintech,enterprise,Referral,mid,0.068,0.241,Marketing Manager|Referral|Asia,Friday,0,Asia,0
HR Director,Fintech,enterprise,Inbound,executive,0.86,0.511,HR Director|Inbound|US,Monday,3,US,0
VP Sales,AI,medium,Referral,senior,0.645,0.509,VP Sales|Referral|Asia,Tuesday,17,Asia,0
HR Director,SaaS,large,Referral,mid,0.748,0.462,HR Director|Referral|US,Wednesday,20,US,0
VP Sales,SaaS,medium,Conference,junior,0.528,0.358,VP Sales|Conference|Europe,Monday,11,Europe,0
Marketing Manager,Ecommerce,medium,Conference,junior,0.017,0.162,Marketing Manager|Conference|Europe,Monday,0,Europe,0
VP Sales,Ecommerce,large,Inbound,executive,0.424,0.452,VP Sales|Inbound|Asia,Thursday,2,Asia,0
Marketing Manager,SaaS,medium,Referral,senior,0.391,0.381,Marketing Manager|Referral|Asia,Saturday,20,Asia,0
CEO,SaaS,medium,LinkedIn,executive,0.116,0.317,CEO|LinkedIn|US,Friday,19,US,0
CTO,SaaS,medium,LinkedIn,mid,0.496,0.402,CTO|LinkedIn|Asia,Wednesday,16,Asia,0
CEO,AI,small,LinkedIn,senior,0.807,0.477,CEO|LinkedIn|US,Wednesday,16,US,0
VP Sales,Healthcare,large,LinkedIn,executive,0.859,0.521,VP Sales|LinkedIn|US,Tuesday,11,US,0
HR Director,SaaS,medium,Inbound,junior,0.044,0.186,HR Director|Inbound|US,Sunday,0,US,0
CEO,SaaS,enterprise,Referral,senior,0.248,0.396,CEO|Referral|Europe,Saturday,10,Europe,1
HR Director,SaaS,medium,Referral,junior,0.954,0.519,HR Director|Referral|Europe,Monday,14,Europe,1
VP Sales,SaaS,large,Referral,senior,0.564,0.457,VP Sales|Referral|Asia,Wednesday,23,Asia,0
CEO,Ecommerce,medium,Referral,junior,0.932,0.539,CEO|Referral|Asia,Monday,7,Asia,0
Marketing Manager,SaaS,enterprise,ColdList,junior,0.205,0.224,Marketing Manager|ColdList|Europe,Tuesday,13,Europe,0
Marketing Manager,SaaS,small,Referral,executive,0.701,0.453,Marketing Manager|Referral|Asia,Wednesday,14,Asia,1
VP Sales,SaaS,small,Conference,mid,0.237,0.322,VP Sales|Conference|Europe,Wednesday,10,Europe,0
Marketing Manager,Fintech,small,Referral,mid,0.78,0.417,Marketing Manager|Referral|US,Friday,3,US,0
CTO,Ecommerce,large,Referral,executive,0.308,0.409,CTO|Referral|US,Wednesday,3,US,0
HR Director,Ecommerce,small,Referral,senior,0.148,0.293,HR Director|Referral|Europe,Saturday,7,Europe,0
CEO,SaaS,enterprise,Conference,mid,0.095,0.208,CEO|Conference|US,Monday,4,US,0
CEO,Fintech,enterprise,ColdList,junior,0.582,0.393,CEO|ColdList|US,Wednesday,2,US,0
CEO,SaaS,large,LinkedIn,junior,0.942,0.498,CEO|LinkedIn|Asia,Monday,5,Asia,0
VP Sales,Healthcare,medium,ColdList,mid,0.908,0.495,VP Sales|ColdList|Europe,Wednesday,8,Europe,0
CEO,AI,enterprise,Conference,executive,0.061,0.291,CEO|Conference|US,Wednesday,12,US,0
CEO,Ecommerce,small,Conference,senior,0.48,0.437,CEO|Conference|Europe,Sunday,15,Europe,0
CEO,SaaS,large,Inbound,mid,0.029,0.303,CEO|Inbound|US,Sunday,8,US,0
Founder,Fintech,medium,LinkedIn,mid,0.657,0.388,Founder|LinkedIn|Asia,Wednesday,17,Asia,1
VP Sales,AI,medium,Referral,mid,0.593,0.445,VP Sales|Referral|Asia,Sunday,23,Asia,0
Marketing Manager,Ecommerce,medium,Inbound,mid,0.837,0.429,Marketing Manager|Inbound|Asia,Sunday,15,Asia,1
CEO,Ecommerce,medium,LinkedIn,executive,0.001,0.288,CEO|LinkedIn|US,Friday,6,US,0
Marketing Manager,SaaS,small,Referral,mid,0.774,0.484,Marketing Manager|Referral|Europe,Sunday,16,Europe,0
VP Sales,Ecommerce,small,ColdList,senior,0.323,0.354,VP Sales|ColdList|Europe,Tuesday,23,Europe,0
CEO,Ecommerce,large,Referral,mid,0.378,0.366,CEO|Referral|Europe,Saturday,22,Europe,0
Founder,Healthcare,small,Referral,senior,0.921,0.583,Founder|Referral|Asia,Friday,7,Asia,1
HR Director,SaaS,medium,ColdList,senior,0.168,0.238,HR Director|ColdList|Asia,Monday,22,Asia,0
Marketing Manager,Fintech,medium,LinkedIn,senior,0.257,0.246,Marketing Manager|LinkedIn|US,Monday,23,US,0
CEO,Healthcare,enterprise,Conference,senior,0.546,0.415,CEO|Conference|Asia,Monday,15,Asia,0
CTO,SaaS,large,LinkedIn,senior,0.261,0.317,CTO|LinkedIn|Europe,Monday,2,Europe,0
Founder,SaaS,large,Inbound,executive,0.705,0.536,Founder|Inbound|US,Thursday,20,US,1
Marketing Manager,Fintech,medium,Conference,senior,0.661,0.359,Marketing Manager|Conference|US,Wednesday,7,US,0
CEO,SaaS,large,LinkedIn,executive,0.088,0.333,CEO|LinkedIn|Asia,Sunday,21,Asia,0
CEO,AI,small,Conference,junior,0.308,0.358,CEO|Conference|Europe,Thursday,15,Europe,0
VP Sales,Fintech,large,Conference,senior,0.187,0.32,VP Sales|Conference|Europe,Monday,8,Europe,0
CTO,Fintech,small,LinkedIn,senior,0.808,0.501,CTO|LinkedIn|US,Thursday,18,US,0
VP Sales,Ecommerce,enterprise,Inbound,mid,0.476,0.346,VP Sales|Inbound|Asia,Monday,12,Asia,0
Founder,Ecommerce,medium,LinkedIn,executive,0.173,0.319,Founder|LinkedIn|US,Tuesday,6,US,0
VP Sales,Fintech,medium,Inbound,senior,0.32,0.381,VP Sales|Inbound|US,Saturday,2,US,0
Marketing Manager,Ecommerce,enterprise,LinkedIn,executive,0.113,0.259,Marketing Manager|LinkedIn|Asia,Tuesday,4,Asia,0
CTO,Ecommerce,small,ColdList,senior,0.878,0.485,CTO|ColdList|Asia,Wednesday,12,Asia,1
Marketing Manager,Healthcare,medium,Inbound,executive,0.039,0.245,Marketing Manager|Inbound|US,Wednesday,22,US,0
Marketing Manager,SaaS,large,ColdList,senior,0.28,0.226,Marketing Manager|ColdList|Asia,Thursday,22,Asia,0
HR Director,Healthcare,large,ColdList,executive,0.605,0.356,HR Director|ColdList|Europe,Monday,6,Europe,0
Founder,AI,small,Inbound,mid,0.066,0.259,Founder|Inbound|Europe,Saturday,16,Europe,0
CTO,Fintech,medium,Referral,junior,0.249,0.376,CTO|Referral|Europe,Thursday,1,Europe,0
Founder,Healthcare,small,LinkedIn,mid,0.372,0.381,Founder|LinkedIn|US,Friday,14,US,0
Marketing Manager,Fintech,large,LinkedIn,senior,0.027,0.24,Marketing Manager|LinkedIn|Asia,Monday,5,Asia,0
CEO,Fintech,large,Conference,junior,0.865,0.48,CEO|Conference|US,Sunday,21,US,0
CTO,Fintech,large,Inbound,senior,0.713,0.494,CTO|Inbound|Europe,Saturday,20,Europe,0
Marketing Manager,Fintech,enterprise,ColdList,executive,0.584,0.391,Marketing Manager|ColdList|Asia,Monday,16,Asia,0
Founder,Ecommerce,large,ColdList,junior,0.482,0.331,Founder|ColdList|Asia,Wednesday,8,Asia,0
HR Director,AI,medium,Referral,mid,0.9,0.495,HR Director|Referral|Europe,Sunday,19,Europe,0
HR Director,Healthcare,large,ColdList,executive,0.405,0.34,HR Director|ColdList|Asia,Saturday,1,Asia,0
HR Director,Fintech,enterprise,ColdList,senior,0.845,0.371,HR Director|ColdList|Asia,Sunday,21,Asia,0
Marketing Manager,Ecommerce,medium,ColdList,junior,0.222,0.206,Marketing Manager|ColdList|Europe,Tuesday,23,Europe,0
Founder,AI,enterprise,LinkedIn,executive,0.054,0.331,Founder|LinkedIn|Asia,Saturday,18,Asia,0
Founder,SaaS,enterprise,Inbound,senior,0.413,0.435,Founder|Inbound|US,Sunday,4,US,0
VP Sales,Fintech,large,Referral,junior,0.488,0.437,VP Sales|Referral|Europe,Saturday,5,Europe,0
CEO,Ecommerce,medium,Conference,junior,0.129,0.268,CEO|Conference|Europe,Thursday,20,Europe,0
CTO,Ecommerce,medium,ColdList,junior,0.892,0.421,CTO|ColdList|US,Sunday,16,US,0
CEO,AI,large,Referral,junior,0.384,0.363,CEO|Referral|US,Friday,9,US,0
VP Sales,Ecommerce,large,Conference,mid,0.343,0.309,VP Sales|Conference|US,Thursday,11,US,0
CTO,Fintech,medium,Referral,mid,0.734,0.465,CTO|Referral|US,Friday,16,US,0
VP Sales,AI,small,Inbound,junior,0.662,0.471,VP Sales|Inbound|US,Saturday,0,US,0
Founder,AI,enterprise,Referral,mid,0.695,0.458,Founder|Referral|Europe,Saturday,0,Europe,0
Founder,Ecommerce,medium,Conference,junior,0.512,0.352,Founder|Conference|Europe,Friday,3,Europe,0
CEO,AI,medium,ColdList,executive,0.295,0.385,CEO|ColdList|Europe,Monday,17,Europe,0
CEO,SaaS,small,LinkedIn,junior,0.835,0.51,CEO|LinkedIn|US,Saturday,15,US,0
HR Director,SaaS,large,Referral,executive,0.989,0.531,HR Director|Referral|Europe,Wednesday,8,Europe,0
Marketing Manager,AI,large,Conference,junior,0.095,0.235,Marketing Manager|Conference|US,Sunday,1,US,0
Marketing Manager,Healthcare,large,LinkedIn,senior,0.815,0.43,Marketing Manager|LinkedIn|Europe,Tuesday,3,Europe,0
HR Director,Healthcare,enterprise,Referral,junior,0.133,0.216,HR Director|Referral|US,Saturday,1,US,0
Founder,Healthcare,medium,Inbound,executive,0.779,0.579,Founder|Inbound|Asia,Friday,0,Asia,0
VP Sales,Healthcare,small,Conference,executive,0.046,0.274,VP Sales|Conference|Europe,Wednesday,20,Europe,0
HR Director,Ecommerce,medium,ColdList,junior,0.433,0.259,HR Director|ColdList|Europe,Saturday,7,Europe,0
Founder,Ecommerce,small,LinkedIn,mid,0.506,0.348,Founder|LinkedIn|US,Thursday,15,US,0
Marketing Manager,SaaS,medium,Inbound,executive,0.403,0.378,Marketing Manager|Inbound|Europe,Tuesday,2,Europe,0
VP Sales,Healthcare,large,LinkedIn,executive,0.745,0.502,VP Sales|LinkedIn|Europe,Monday,3,Europe,1
CTO,Ecommerce,large,Inbound,mid,0.655,0.479,CTO|Inbound|Europe,Thursday,10,Europe,0
Marketing Manager,Ecommerce,enterprise,ColdList,executive,0.114,0.182,Marketing Manager|ColdList|US,Sunday,21,US,0
Marketing Manager,Ecommerce,large,LinkedIn,junior,0.897,0.451,Marketing Manager|LinkedIn|Asia,Thursday,4,Asia,0
CEO,Fintech,small,Conference,mid,0.457,0.355,CEO|Conference|Asia,Sunday,6,Asia,0
HR Director,Ecommerce,small,Conference,executive,0.658,0.385,HR Director|Conference|Europe,Friday,4,Europe,0
VP Sales,Ecommerce,enterprise,Inbound,mid,0.692,0.412,VP Sales|Inbound|US,Tuesday,23,US,0
Marketing Manager,Ecommerce,enterprise,Conference,mid,0.274,0.261,Marketing Manager|Conference|Europe,Wednesday,9,Europe,0
HR Director,Ecommerce,large,Inbound,senior,0.712,0.415,HR Director|Inbound|US,Friday,20,US,0
Marketing Manager,Fintech,medium,Inbound,senior,0.71,0.437,Marketing Manager|Inbound|Asia,Sunday,11,Asia,0
VP Sales,Ecommerce,large,Conference,junior,0.523,0.351,VP Sales|Conference|US,Monday,12,US,0
CEO,AI,large,Referral,junior,0.691,0.446,CEO|Referral|Asia,Wednesday,6,Asia,1
HR Director,Ecommerce,medium,Inbound,executive,0.238,0.352,HR Director|Inbound|Europe,Sunday,22,Europe,0
VP Sales,AI,small,LinkedIn,senior,0.203,0.36,VP Sales|LinkedIn|US,Sunday,14,US,0
Founder,Ecommerce,medium,Referral,senior,0.449,0.483,Founder|Referral|US,Saturday,2,US,0
CTO,Healthcare,large,Inbound,senior,0.13,0.323,CTO|Inbound|US,Friday,8,US,1
CEO,AI,small,Inbound,senior,0.491,0.403,CEO|Inbound|Europe,Friday,17,Europe,0
CEO,Ecommerce,small,Inbound,mid,0.416,0.374,CEO|Inbound|US,Friday,12,US,0
Marketing Manager,AI,large,Referral,executive,0.997,0.538,Marketing Manager|Referral|US,Sunday,20,US,0
HR Director,Ecommerce,medium,LinkedIn,senior,0.381,0.297,HR Director|LinkedIn|Europe,Sunday,3,Europe,0
Founder,AI,enterprise,Conference,junior,0.296,0.304,Founder|Conference|Europe,Saturday,6,Europe,0
Founder,Ecommerce,small,LinkedIn,mid,0.67,0.422,Founder|LinkedIn|Asia,Sunday,6,Asia,0
HR Director,Healthcare,small,Referral,junior,0.459,0.324,HR Director|Referral|US,Wednesday,1,US,0
CTO,Ecommerce,medium,ColdList,executive,0.388,0.364,CTO|ColdList|Europe,Saturday,12,Europe,0
CTO,Ecommerce,small,Inbound,junior,0.701,0.435,CTO|Inbound|Asia,Monday,11,Asia,1
CTO,AI,enterprise,Conference,executive,0.822,0.513,CTO|Conference|US,Monday,15,US,0
Founder,AI,medium,ColdList,senior,0.957,0.479,Founder|ColdList|Asia,Monday,17,Asia,0
VP Sales,Ecommerce,small,ColdList,mid,0.748,0.412,VP Sales|ColdList|US,Saturday,11,US,0
CEO,Fintech,medium,Inbound,senior,0.194,0.383,CEO|Inbound|Asia,Tuesday,21,Asia,0
Founder,Healthcare,small,ColdList,junior,0.251,0.279,Founder|ColdList|Asia,Tuesday,23,Asia,0
HR Director,Fintech,small,ColdList,junior,0.9,0.388,HR Director|ColdList|Europe,Wednesday,15,Europe,0
CEO,Ecommerce,large,ColdList,executive,0.169,0.334,CEO|ColdList|US,Wednesday,7,US,1
Marketing Manager,Fintech,large,Conference,executive,0.445,0.369,Marketing Manager|Conference|Europe,Sunday,9,Europe,0
Marketing Manager,Fintech,medium,ColdList,junior,0.727,0.316,Marketing Manager|ColdList|Asia,Monday,16,Asia,0
Founder,Fintech,small,Inbound,senior,0.543,0.474,Founder|Inbound|Asia,Friday,15,Asia,0
Founder,AI,medium,Conference,junior,0.397,0.33,Founder|Conference|Asia,Friday,0,Asia,0
HR Director,Fintech,medium,Conference,mid,0.179,0.249,HR Director|Conference|US,Friday,21,US,0
CEO,Healthcare,medium,LinkedIn,senior,0.369,0.375,CEO|LinkedIn|US,Monday,21,US,0
VP Sales,SaaS,small,ColdList,junior,0.704,0.434,VP Sales|ColdList|Europe,Friday,20,Europe,0
CEO,Healthcare,enterprise,ColdList,junior,0.517,0.327,CEO|ColdList|Asia,Thursday,7,Asia,0
VP Sales,Ecommerce,small,Inbound,mid,0.44,0.405,VP Sales|Inbound|Asia,Tuesday,2,Asia,0
Marketing Manager,Ecommerce,small,Referral,executive,0.811,0.531,Marketing Manager|Referral|Europe,Saturday,3,Europe,0
HR Director,Healthcare,small,Referral,junior,0.128,0.276,HR Director|Referral|US,Friday,5,US,0
CTO,Fintech,large,Referral,executive,0.599,0.548,CTO|Referral|US,Friday,20,US,0
CTO,Fintech,enterprise,Inbound,executive,0.867,0.561,CTO|Inbound|Europe,Tuesday,7,Europe,0
CEO,Ecommerce,large,Referral,senior,0.922,0.557,CEO|Referral|US,Friday,18,US,1
CEO,Ecommerce,enterprise,Referral,junior,0.177,0.35,CEO|Referral|US,Friday,19,US,0
CTO,Healthcare,medium,Inbound,junior,0.897,0.516,CTO|Inbound|Asia,Sunday,21,Asia,0
HR Director,Ecommerce,enterprise,Referral,executive,0.79,0.516,HR Director|Referral|Asia,Thursday,11,Asia,0
Founder,SaaS,enterprise,Referral,senior,0.477,0.441,Founder|Referral|Europe,Tuesday,2,Europe,0
CTO,SaaS,small,Inbound,junior,0.375,0.368,CTO|Inbound|Europe,Tuesday,22,Europe,0
Founder,AI,large,Inbound,executive,0.565,0.48,Founder|Inbound|Asia,Friday,8,Asia,0
Founder,Healthcare,medium,ColdList,executive,0.254,0.363,Founder|ColdList|Europe,Wednesday,18,Europe,1
HR Director,SaaS,medium,Conference,mid,0.1,0.232,HR Director|Conference|Europe,Friday,12,Europe,0
CTO,Fintech,enterprise,LinkedIn,junior,0.823,0.417,CTO|LinkedIn|Europe,Thursday,19,Europe,0
Founder,SaaS,enterprise,Conference,senior,0.712,0.461,Founder|Conference|US,Friday,1,US,0
HR Director,Ecommerce,large,Referral,junior,0.784,0.428,HR Director|Referral|Asia,Friday,16,Asia,1
CEO,SaaS,medium,LinkedIn,senior,0.78,0.481,CEO|LinkedIn|Europe,Wednesday,21,Europe,1
HR Director,SaaS,small,Inbound,senior,0.726,0.431,HR Director|Inbound|Europe,Friday,18,Europe,0
CEO,Healthcare,enterprise,Inbound,junior,0.261,0.328,CEO|Inbound|US,Thursday,16,US,0
CTO,Ecommerce,large,Inbound,senior,0.694,0.516,CTO|Inbound|Europe,Thursday,18,Europe,0
VP Sales,Healthcare,small,Conference,junior,0.258,0.326,VP Sales|Conference|US,Thursday,20,US,0
Marketing Manager,Ecommerce,small,ColdList,mid,0.287,0.256,Marketing Manager|ColdList|Asia,Thursday,21,Asia,0
VP Sales,AI,large,Referral,senior,0.183,0.371,VP Sales|Referral|US,Saturday,21,US,0
Marketing Manager,Fintech,medium,Referral,mid,0.836,0.434,Marketing Manager|Referral|US,Wednesday,4,US,0
VP Sales,Ecommerce,small,Inbound,junior,0.848,0.507,VP Sales|Inbound|Europe,Wednesday,19,Europe,0
Marketing Manager,Healthcare,medium,Inbound,senior,0.398,0.316,Marketing Manager|Inbound|US,Sunday,18,US,0
Founder,SaaS,large,Conference,mid,0.457,0.365,Founder|Conference|Asia,Monday,22,Asia,0
CEO,Healthcare,small,ColdList,senior,0.613,0.393,CEO|ColdList|Asia,Wednesday,5,Asia,0
Marketing Manager,AI,medium,Conference,executive,0.211,0.327,Marketing Manager|Conference|Europe,Saturday,11,Europe,0
CEO,Ecommerce,medium,LinkedIn,senior,0.804,0.471,CEO|LinkedIn|Europe,Friday,13,Europe,0
VP Sales,SaaS,medium,Conference,executive,0.134,0.34,VP Sales|Conference|Asia,Sunday,20,Asia,0
Marketing Manager,Ecommerce,small,Conference,junior,0.691,0.372,Marketing Manager|Conference|Europe,Monday,6,Europe,0
Marketing Manager,AI,large,ColdList,senior,0.344,0.306,Marketing Manager|ColdList|Europe,Thursday,3,Europe,0
Founder,Ecommerce,medium,ColdList,senior,0.325,0.327,Founder|ColdList|Asia,Friday,15,Asia,0
VP Sales,Fintech,medium,ColdList,executive,0.631,0.413,VP Sales|ColdList|US,Friday,12,US,0
HR Director,AI,large,Inbound,executive,0.271,0.353,HR Director|Inbound|Asia,Thursday,11,Asia,0
CEO,SaaS,medium,Referral,senior,0.94,0.56,CEO|Referral|US,Saturday,23,US,0
VP Sales,Ecommerce,small,LinkedIn,executive,0.524,0.456,VP Sales|LinkedIn|Europe,Monday,3,Europe,0
VP Sales,AI,medium,Referral,senior,0.443,0.471,VP Sales|Referral|Asia,Tuesday,4,Asia,0
Marketing Manager,Healthcare,enterprise,Inbound,senior,0.549,0.348,Marketing Manager|Inbound|Asia,Tuesday,22,Asia,0
HR Director,Ecommerce,enterprise,Inbound,senior,0.909,0.499,HR Director|Inbound|US,Thursday,17,US,0
Marketing Manager,Fintech,large,LinkedIn,junior,0.523,0.309,Marketing Manager|LinkedIn|Europe,Sunday,4,Europe,0
VP Sales,Healthcare,large,LinkedIn,executive,0.798,0.527,VP Sales|LinkedIn|US,Friday,7,US,0
VP Sales,Healthcare,medium,Referral,executive,0.828,0.576,VP Sales|Referral|US,Tuesday,8,US,0
Founder,AI,large,Inbound,senior,0.413,0.387,Founder|Inbound|US,Sunday,2,US,0
VP Sales,AI,enterprise,Referral,senior,0.019,0.28,VP Sales|Referral|US,Monday,17,US,0
HR Director,Healthcare,small,Referral,junior,0.151,0.266,HR Director|Referral|Europe,Thursday,6,Europe,0
Marketing Manager,Healthcare,small,ColdList,junior,0.844,0.408,Marketing Manager|ColdList|Europe,Tuesday,1,Europe,0
CEO,AI,enterprise,LinkedIn,junior,0.975,0.515,CEO|LinkedIn|Europe,Saturday,7,Europe,0
CTO,Fintech,enterprise,LinkedIn,mid,0.473,0.325,CTO|LinkedIn|Europe,Saturday,9,Europe,0
Founder,Ecommerce,small,ColdList,executive,0.639,0.478,Founder|ColdList|US,Tuesday,11,US,1
HR Director,Healthcare,large,LinkedIn,mid,0.794,0.425,HR Director|LinkedIn|Europe,Friday,3,Europe,0
HR Director,Healthcare,medium,ColdList,junior,0.249,0.229,HR Director|ColdList|Asia,Thursday,2,Asia,0
HR Director,SaaS,small,ColdList,mid,0.701,0.345,HR Director|ColdList|US,Sunday,3,US,0
HR Director,AI,enterprise,Referral,junior,0.689,0.383,HR Director|Referral|US,Wednesday,23,US,0
Founder,AI,enterprise,Referral,mid,0.544,0.404,Founder|Referral|Europe,Wednesday,23,Europe,0
Founder,Fintech,small,Inbound,mid,0.449,0.385,Founder|Inbound|Asia,Sunday,8,Asia,0
VP Sales,Fintech,small,Inbound,senior,0.776,0.482,VP Sales|Inbound|Asia,Tuesday,10,Asia,0
CEO,Ecommerce,enterprise,Inbound,mid,0.613,0.407,CEO|Inbound|Asia,Wednesday,13,Asia,0
CTO,Fintech,medium,LinkedIn,mid,0.107,0.276,CTO|LinkedIn|US,Tuesday,3,US,0
Founder,Ecommerce,large,LinkedIn,senior,0.221,0.366,Founder|LinkedIn|US,Saturday,2,US,0
CTO,Healthcare,small,ColdList,executive,0.822,0.526,CTO|ColdList|US,Sunday,22,US,0
CTO,AI,small,Referral,junior,0.101,0.293,CTO|Referral|Europe,Tuesday,17,Europe,0
HR Director,Fintech,enterprise,LinkedIn,senior,0.674,0.409,HR Director|LinkedIn|Europe,Saturday,21,Europe,0
VP Sales,Ecommerce,large,Referral,executive,0.934,0.639,VP Sales|Referral|Europe,Wednesday,17,Europe,0
HR Director,AI,medium,Inbound,mid,0.375,0.304,HR Director|Inbound|Europe,Friday,23,Europe,0
CTO,SaaS,large,Inbound,junior,0.518,0.454,CTO|Inbound|Europe,Wednesday,0,Europe,0
HR Director,AI,medium,LinkedIn,junior,0.46,0.298,HR Director|LinkedIn|Europe,Tuesday,4,Europe,0
Marketing Manager,SaaS,enterprise,Inbound,mid,0.734,0.369,Marketing Manager|Inbound|Europe,Saturday,10,Europe,0
Founder,SaaS,large,LinkedIn,executive,0.078,0.352,Founder|LinkedIn|Europe,Monday,10,Europe,0
CTO,Fintech,small,Conference,junior,0.305,0.331,CTO|Conference|Asia,Monday,10,Asia,0
CEO,SaaS,enterprise,Conference,junior,0.222,0.253,CEO|Conference|US,Wednesday,12,US,0
CTO,Ecommerce,enterprise,ColdList,junior,0.399,0.323,CTO|ColdList|US,Thursday,22,US,0
VP Sales,Ecommerce,medium,Inbound,mid,0.242,0.353,VP Sales|Inbound|Europe,Wednesday,13,Europe,1
VP Sales,Healthcare,large,ColdList,mid,0.321,0.321,VP Sales|ColdList|US,Friday,20,US,0
VP Sales,Ecommerce,medium,Conference,junior,0.924,0.489,VP Sales|Conference|Asia,Tuesday,6,Asia,0
CTO,SaaS,medium,Inbound,mid,0.869,0.501,CTO|Inbound|US,Sunday,9,US,0
VP Sales,SaaS,large,Referral,mid,0.204,0.346,VP Sales|Referral|Asia,Friday,8,Asia,1
HR Director,SaaS,enterprise,Inbound,junior,0.255,0.285,HR Director|Inbound|US,Monday,9,US,1
HR Director,SaaS,small,Conference,senior,0.663,0.357,HR Director|Conference|US,Saturday,11,US,0
CEO,Healthcare,small,ColdList,executive,0.867,0.489,CEO|ColdList|US,Friday,2,US,0
HR Director,SaaS,small,Referral,senior,0.334,0.315,HR Director|Referral|US,Thursday,23,US,0
Marketing Manager,Fintech,large,LinkedIn,senior,0.879,0.492,Marketing Manager|LinkedIn|Asia,Sunday,0,Asia,0
VP Sales,Fintech,small,Conference,mid,0.417,0.394,VP Sales|Conference|Europe,Friday,4,Europe,0
Founder,Fintech,medium,Referral,mid,0.863,0.564,Founder|Referral|Asia,Wednesday,22,Asia,0
CEO,Ecommerce,medium,ColdList,junior,0.557,0.351,CEO|ColdList|US,Saturday,3,US,0
